left,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
aoy,0.9995719823637046,0.9995580595277715,0.9996837722428609,0.9990227485541254,0.9976110111456364,0.9994124003569596,0.9990565142361447,0.9985079870093614,0.9987105010077357,0.9994655107730068,0.9996324877429288,0.9985061972402036,0.9991995267919265,0.9995174785435665,0.9996837722428609,0.9988755823578686,0.998750357539393,0.9990857854136266,0.9994394120294601,0.9984542861348018
app,0.9994258878869005,0.9989037503255531,0.9989502452081069,0.9996331674337853,0.9996558852144517,0.9996837722428609,0.9993208838277496,0.9991495035355911,0.9991685961722396,0.9987399306846783,0.9990813001058996,0.9981699447380379,0.9996837722428609,0.9989762246841565,0.9991954707656987,0.9996837722428609,0.9983879156643525,0.9996837722428609,0.9988114727893844,0.998318643309176
apx,0.9981995633570477,0.9991300094989128,0.9995136637298856,0.9984466031892225,0.9989424759987742,0.9986768753733486,0.9993323594098911,0.998054426163435,0.9996837722428609,0.9989462649682537,0.9986922709504142,0.9992902447702363,0.9983430777210742,0.9987076623365283,0.999173334625084,0.9975024661980569,0.9984468405600637,0.9984546032501385,0.9992957288050093,0.9994512230623513
aqd,0.9984696119790897,0.9995631903584581,0.9994088961975649,0.9986933615291491,0.9979013367556036,0.9996751027938444,0.9974951653275639,0.99876150325872,0.996986196609214,0.9992709188954905,0.9994194758473895,0.9981920048594475,0.999540764692938,0.9991158186458051,0.999020250979811,0.9994254021439701,0.9986425776733086,0.9993989287177101,0.9986151570919901,0.9993061911663972
aqt,0.9994145521195605,0.9981188293313608,0.9980639044661075,0.9986859938362613,0.9982922151684761,0.9991751425550319,0.9993416258948855,0.9992396574816667,0.9991711058537476,0.9977425253018737,0.9960652031004429,0.9985800040885806,0.9974725279025733,0.998292920528911,0.9982770083006471,0.9991762589197606,0.9975882139988244,0.9992908777785487,0.9990092552034184,0.998676160001196
ara,0.9984520535217598,0.9974171565845609,0.9995904772658832,0.9990934894885868,0.9979106185492128,0.9974588437471539,0.9963178629986942,0.9995685261383187,0.9989878468913957,0.9979214502964169,0.9994276791112497,0.997712381882593,0.9989925716072321,0.9981046678731218,0.996296419063583,0.9981437989044935,0.9985480869654566,0.9963449335191399,0.9982312821084633,0.9964798998553306
arq,0.9983519566012546,0.9985793388914317,0.9986381053458899,0.9985013797413558,0.9983863522065803,0.9985496632289141,0.998311699484475,0.997990814037621,0.997304419754073,0.9986824835650623,0.9980478225043043,0.9985230546444654,0.9987381573300809,0.9986277504358441,0.9985948731191456,0.9984208929818124,0.9982328615151346,0.99797860882245,0.9986990445759147,0.9984472359064966
aru,0.9996819412044715,0.9994166328106076,0.9993665415095165,0.9992101723328233,0.9996837722428609,0.9996599900478031,0.9987820497481152,0.9980737610021606,0.9974031487945467,0.9995802693883888,0.9989135509822518,0.9989744171034545,0.9988601977238432,0.9978248132392764,0.9980024446267635,0.9982524844817817,0.9987810623133555,0.9990849901805632,0.9994837553822435,0.9995612196507864
asf,0.9993464831495658,0.9994047803920694,0.9990272899158299,0.9996288497350179,0.9996837722428609,0.9989143084967509,0.9991273385821842,0.9984012459171936,0.9979319022968411,0.9996210061653983,0.9995159245445393,0.9992133149062283,0.9992706053308211,0.9985050203977153,0.9979098769836128,0.998180023743771,0.9995332940598018,0.9986393022118136,0.9983380740741268,0.9974582735449076
ass,0.9992315752315335,0.9996837722428609,0.9990054476074874,0.9996837722428609,0.999506619584281,0.998573062941432,0.9980551385087892,0.9975179589819163,0.9996837722428609,0.9989887067349628,0.9975999579764903,0.9995677239494398,0.99929389054887,0.9996837722428609,0.9988906965591013,0.9994804804446176,0.9995820802578237,0.9996837722428609,0.9994143088697456,0.9992496587219648
ate,0.9993159068981186,0.998034612974152,0.999542325240327,0.9981343001127243,0.9996837722428609,0.9971818348858505,0.9989139834651724,0.9988665817072615,0.9975785247515887,0.9996365960105322,0.9970978882629424,0.9978767135180533,0.9980116202495992,0.9971282538026571,0.9992757145082578,0.9988347418839112,0.9990369727602229,0.9964372876565903,0.9979932750575244,0.998975511174649
atf,0.9968582901638001,0.9962696149013937,0.9975295602343976,0.9972543776966631,0.9979558966588229,0.9973872590344399,0.9969267202541232,0.99560830835253,0.997497889213264,0.9976695056539029,0.9975136939901859,0.9969814305659384,0.997527631232515,0.9974494762718678,0.9951244001276791,0.9969199621118605,0.9971898717340082,0.9969954206608236,0.9976625305134803,0.9968587362673134
atj,0.9992357497103512,0.9988427357748151,0.9993695386801846,0.9992687324993312,0.9990520917926915,0.9994675334310159,0.999151386145968,0.998237791354768,0.9996050480986014,0.9988751427736133,0.9993125136243179,0.9986086062854156,0.9993527433252893,0.99964242632268,0.999250776891131,0.9990100632421672,0.9994852468953468,0.9996837722428609,0.9993389499140903,0.9987077288096771
atv,0.9966853859368712,0.9986527587752789,0.999026753124781,0.9992937398492359,0.9986926314886659,0.9991534618893638,0.9996837722428609,0.9977950041648,0.9984974794788286,0.9981120352167636,0.9992834242293611,0.9994371914071962,0.9982526458334178,0.9992852804716676,0.9982371513033286,0.9989209435880184,0.9990912599605508,0.9985667067812756,0.998836261802353,0.9987412953050807
auc,0.9992306001367979,0.9996837722428609,0.9992224660818465,0.9994902977487072,0.9988547207321972,0.9995633772923611,0.997830905020237,0.9984997266437858,0.9988087048986927,0.9993774375179783,0.9992266779299825,0.9989045287948102,0.9980682977475226,0.9994438534486108,0.998365197214298,0.9987053000368178,0.998977858107537,0.9995450715359766,0.9986629266059026,0.9990948316990398
aul,0.9991295438958332,0.9985104535007849,0.9987663052743301,0.9983309610979632,0.9988979635527357,0.999283421842847,0.9988613086752594,0.9971987954340875,0.9994076616130769,0.9984853841597214,0.9981556057464331,0.9996837722428609,0.9988026237115264,0.999194931006059,0.9996837722428609,0.9994296582881361,0.9993114910903387,0.9983763417694718,0.9989006510004401,0.9985167330596596
avp,0.9980425701942295,0.998829533578828,0.9980636991094798,0.9984557930147275,0.9983657697448507,0.9969395590014756,0.9979528726544231,0.9966005124151707,0.9979434181004763,0.9984727123519406,0.9953712322749197,0.9983675322728232,0.9977378826588392,0.9968284473288804,0.9977183095179498,0.998896372388117,0.9991699693491682,0.9988482933258638,0.9991649184958078,0.9968910068273544
awk,0.9985822774469852,0.9993313726154156,0.9983379278564826,0.9989201551070437,0.9996837722428609,0.9993763213860802,0.9991496441652998,0.9992756603751332,0.9996837722428609,0.9994540675543249,0.999341799528338,0.9989407064858824,0.9988911007530987,0.9991791133652441,0.9993382405955344,0.9993069352931343,0.9989420095225796,0.9992290717200376,0.9989527355646715,0.9994907243526541
awp,0.9990250812843442,0.9995276920381002,0.9991627702256665,0.9984231874113902,0.9995421548082959,0.9974666282068938,0.9970708908513188,0.9993557733832859,0.9984950036741793,0.9991710196482018,0.9990997174172662,0.9983706994680688,0.9979103216901422,0.9992835778975859,0.9996837722428609,0.9991200770018622,0.999217787059024,0.9993381725507788,0.9989212101791054,0.9996837722428609
awu,0.9985400988953188,0.9987323415698484,0.9986966110300273,0.9991776547394693,0.9996197905857116,0.9992166265146807,0.9995898030465469,0.9995118781225756,0.9992755614221096,0.9992556059150957,0.9990023294230923,0.9993164655170403,0.9986809733090922,0.9988695302745327,0.9993096912512556,0.9993577467976138,0.9995521455712151,0.9991874978295527,0.9986389050027356,0.9990899715921842
axn,0.9980903236428276,0.9973506534006447,0.9985234891064465,0.9978585089556873,0.9975701570510864,0.9983066896675155,0.999310806626454,0.9988388605415821,0.9993323819944635,0.99939184053801,0.998868711409159,0.9982133244629949,0.9976409040391445,0.9983522692928091,0.9989328767405823,0.9976688118185848,0.9990423619165085,0.9988421218004078,0.9979904368519783,0.9991161732468754
axo,0.9962873947806656,0.9985655037453398,0.9993596830172464,0.9987409404711798,0.9984945193864405,0.9970979583449662,0.9992052189190872,0.9995980114035774,0.9973559190984815,0.9974815265741199,0.998799012042582,0.9993654811987653,0.9986888585845008,0.9982171267038211,0.9990970328799449,0.9987136489944533,0.998377972166054,0.9992245912435465,0.9981782920658588,0.9972413466311991
axp,0.9989990483736619,0.9983159573748708,0.9990236035664566,0.998784271068871,0.9975716271437705,0.9996511998469941,0.9978324242401868,0.9973388663493097,0.9986904704710469,0.998415440088138,0.9980791717534885,0.9996206738578621,0.9996837722428609,0.9975353402551264,0.9987428023014218,0.9995802647608798,0.9975128422956914,0.9973453388083726,0.9993642079643905,0.9986340394243598
ayc,0.9981850703479722,0.9982791674556211,0.9985741332639009,0.9974469256121665,0.9989548961166292,0.9982560594798997,0.9974473533220589,0.9991039498127066,0.9978102250024676,0.9986633150838315,0.9987880560802296,0.9965657342690974,0.9975600724574178,0.9981950253713876,0.9995455639727879,0.9991925422218628,0.9992481429944746,0.9985726174199954,0.9995081177330576,0.9991605181712657
ayg,0.9981063634622842,0.9970387085340917,0.9987073356751353,0.9995007514953613,0.9993756869225763,0.9988944715587422,0.9985059279715642,0.9970980209764093,0.9986148017924279,0.9977937748190016,0.9974710457026958,0.9977390225976706,0.9971433852333575,0.998653102084063,0.9986033104360104,0.997206311672926,0.999040562484879,0.9976482805795968,0.9984720617067069,0.9977751914411783
azb,0.9991436083219014,0.9990446864394471,0.9988647124264389,0.9994539697072469,0.9993123498279601,0.9993853161577135,0.9993495930102654,0.9990603479673155,0.9996352039452177,0.9989693883107975,0.9993397315265611,0.9993949874769896,0.9993943413719535,0.9994951882981695,0.99967728741467,0.9996047244057991,0.9987718525808305,0.9982717029051855,0.999001559917815,0.9988035021815449
azo,0.997835221234709,0.9992283704341389,0.998923611594364,0.9986333348788321,0.9993153573595919,0.9987774064065889,0.998456574510783,0.9982765070162714,0.9983444811077788,0.9994235745980404,0.9984814209165052,0.9978005446027964,0.9993943907320499,0.9988922623451799,0.9978110857773572,0.9987855651415884,0.997894368134439,0.9992891479050741,0.9985939335310832,0.99876873428002
ban,0.9986952288309112,0.9990116538247094,0.9986927544232458,0.999457661237102,0.9995747056382243,0.9992637519026175,0.9996026894659735,0.9993974720127881,0.9996837722428609,0.9982051785336807,0.9995140123937745,0.9992455504834652,0.9985263815615326,0.9993193253758363,0.9991189443389885,0.9992580047692172,0.9995038630440831,0.9988406397169456,0.9993618073640391,0.9996678734605666
bao,0.9986232583178207,0.9989495709305629,0.9975732022430748,0.9981243452057242,0.9986898922361434,0.9991087199305184,0.9991351819480769,0.9978341802489012,0.9975560123566538,0.999644762778189,0.9973146403208375,0.9979610110167414,0.9996837722428609,0.9995704110770021,0.9996590771188494,0.9984131687087938,0.9994912631227635,0.9996837722428609,0.9981005281442776,0.9996837722428609
bar,0.9973404968623072,0.9988504301290959,0.9972318899817765,0.9983836394967511,0.9967509482521564,0.9982338545378298,0.99798933416605,0.9966564027126878,0.997522136894986,0.9974668007344007,0.9976139506325126,0.9982622825773433,0.9968809152487665,0.9967281366698444,0.9984088655328378,0.9982767570763826,0.9983528015436605,0.9979639491066337,0.997026848141104,0.9965673282276839
bas,0.996452173916623,0.9988708602031693,0.9966202252544463,0.9977820804342628,0.9989742053439841,0.9980703127803281,0.9984550218796358,0.9990421083057299,0.9972523106262088,0.9978285250253975,0.9988478592131287,0.998875399120152,0.9984708512201905,0.9977984766010195,0.9980982709676027,0.9983809627592564,0.9971348589751869,0.9991643340326846,0.9977677601855248,0.9981366648571566
bbn,0.9996837722428609,0.9990443856222555,0.9988004530314356,0.9994797185063362,0.999542283010669,0.9992250490467995,0.9992682689335197,0.9986203596927226,0.9994955183938146,0.9968013691250235,0.9996120177092962,0.9991180562064983,0.9991357256658375,0.9980995949590579,0.9991469670203514,0.996962436940521,0.9978068051859736,0.9993807797436602,0.9993420786340721,0.9995086476556025
bbt,0.9991762582794763,0.9978481556754559,0.9985703655984253,0.9979641067329794,0.999304307915736,0.9989533296320587,0.9983823493821546,0.9995013385196216,0.9981514051323757,0.9996837722428609,0.997807394945994,0.9994297218509018,0.9996837722428609,0.997378732310608,0.9990173450205475,0.9988486255751923,0.9996244637004565,0.9992945655831136,0.9995053681195714,0.9989378385944292
bcf,0.9980578244430944,0.9978146005887538,0.9976993252057582,0.998527915799059,0.9980177159886807,0.9988041501492262,0.9981730288127437,0.9981492738006637,0.998147141886875,0.9992848851834424,0.9989295570412651,0.998661573161371,0.9976692567579448,0.9985624216496944,0.9995709453069139,0.9987807871075347,0.9985087686218321,0.9986493971664459,0.9991067082737572,0.9994800577987917
bcg,0.9983619571430609,0.9976134402677417,0.9994989867554978,0.9993485738523304,0.9979912652634084,0.9985898789018393,0.9979340936988592,0.9989954993361607,0.99781229859218,0.9985235575586557,0.9983416177565232,0.9970011261757463,0.9988165403483436,0.9973243826534599,0.9983856750186533,0.9967510609421879,0.9996664538630284,0.9975593143608421,0.9983261108864099,0.9995040717767552
bci,0.9987380369566381,0.9994159428752027,0.9993233397253789,0.9988156458130106,0.9988303926074877,0.9988290313631296,0.9987303698435426,0.9987940314458683,0.9988278691889718,0.9989615712547675,0.9996837722428609,0.9986387403914705,0.9995395765872672,0.9996837722428609,0.9991806841571815,0.9995172810158692,0.9989288127981126,0.9995532563189045,0.9988082216586918,0.9994557917234488
bcj,0.9993577487766743,0.9990001200931147,0.9991123840445653,0.9991536804009229,0.9996837722428609,0.9984920913120732,0.9995003414223902,0.9990004777209833,0.9988980370108038,0.9994246481801383,0.9993943800218403,0.9987889787880704,0.9979651516769081,0.9993001676630229,0.9989258364075795,0.9987110658548772,0.9989918803330511,0.997163038700819,0.998717294074595,0.9984316601185128
bcn,0.9990223058266565,0.9990246897214092,0.9996837722428609,0.9985309322364628,0.9988543099025264,0.9989630040945485,0.9974237433634698,0.9993529092171229,0.9990084600867704,0.9968774560838938,0.998707587365061,0.9995854270819109,0.9983271423261613,0.9984723961679265,0.9994984724326059,0.9996837722428609,0.9992422451614402,0.999323396361433,0.9993167343200184,0.9996837722428609
bcw,0.9979068187531084,0.998684614780359,0.9977823097724468,0.998752249404788,0.9993920797714964,0.9988858330762014,0.9996177684806753,0.998557360493578,0.9986797539750114,0.9995564428099897,0.9996837722428609,0.9985632939497009,0.9988351640058681,0.9980661572190002,0.9993657617014833,0.9988990519195795,0.997872079256922,0.9990619149175473,0.9990298603661358,0.9986436180770397
