left,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
aes,0.9199712574481964,0.9122017621994019,0.9132071807980537,0.904813751578331,0.929361954331398,0.9060196951031685,0.9028157517313957,0.9083095788955688,0.905183419585228,0.9774923231452703,0.9070990458130836,0.9086290076375008,0.9026169329881668,0.9125687703490257,0.9024504125118256,0.9122317805886269,0.9176837056875229,0.934994101524353,0.9129583835601807,0.9041634276509285
afd,0.9788708463311195,0.9836271442472935,0.9765681996941566,0.985597051680088,0.9895874746143818,0.9579777494072914,0.9680115319788456,0.97709003649652,0.9559263922274113,0.974627448245883,0.9773972369730473,0.964452899992466,0.980944849550724,0.9809440337121487,0.9726447835564613,0.9829346761107445,0.9886200968176126,0.992943539749831,0.9852821743115783,0.982195321470499
afl,0.9789081551134586,0.9635255970060825,0.9827193431556225,0.9891713252291083,0.9872837057337165,0.9845949113368988,0.9906135378405452,0.978756608441472,0.9774191286414862,0.9883401030674577,0.9146895483136177,0.971232308074832,0.9823148101568222,0.9815155621618032,0.9826507847756147,0.9728088341653347,0.9880624860525131,0.9753221850842237,0.9678999669849873,0.9684833995997906
agb,0.9855995178222656,0.9830006808042526,0.9760116878896952,0.9710770435631275,0.9804764334112406,0.9760992005467415,0.9896281147375703,0.975283820182085,0.984410347416997,0.9667519070208073,0.97546112164855,0.9784265235066414,0.9748128987848759,0.9765126165002584,0.9803307224065065,0.9730021916329861,0.9816983342170715,0.9865983985364437,0.989047696813941,0.9816883746534586
agl,0.9834406338632107,0.9838648326694965,0.9138491824269295,0.9871835177764297,0.9802438840270042,0.9856823151931167,0.9705172497779131,0.974229920655489,0.9728013202548027,0.9834486432373524,0.982100086286664,0.9881481816992164,0.9657061249017715,0.9855296993628144,0.9784731362015009,0.9811869915574789,0.956650722771883,0.9826923981308937,0.9811918530613184,0.9844328202307224
ahg,0.9752064254134893,0.9863787433132529,0.9805832523852587,0.9859001059085131,0.9823029842227697,0.968221727758646,0.9781175907701254,0.9890709631145,0.9845105120912194,0.9807590506970882,0.9891681727021933,0.9788878578692675,0.9769868068397045,0.9535002671182156,0.9694855269044638,0.987123959697783,0.9897182127460837,0.9947646665386856,0.8810764476656914,0.9743705857545137
ahr,0.986853395588696,0.9768796321004629,0.9818902965635061,0.9884481178596616,0.9403512366116047,0.846690446138382,0.9481757655739784,0.8468037396669388,0.978550348430872,0.9782673381268978,0.8788797110319138,0.9860027367249131,0.9743505194783211,0.9655766114592552,0.9795072469860315,0.9691277425736189,0.9719861932098866,0.9223411381244659,0.985090627335012,0.9614747278392315
aik,0.9750762600451708,0.9746424555778503,0.972534729167819,0.9740398786962032,0.9728616308420897,0.9716646205633879,0.9771335609257221,0.9788329005241394,0.9735285434871912,0.9678673632442951,0.979880454018712,0.9693812876939774,0.9769576415419579,0.9751731678843498,0.9789394177496433,0.973291052505374,0.9621652029454708,0.961165614426136,0.910506434738636,0.9569963328540325
aiv,0.9781194105744362,0.9782314691692591,0.9339688643813133,0.9846353782340884,0.9616081938147545,0.9839936438947916,0.9890564484521747,0.9781250152736902,0.9771174546331167,0.9839261546730995,0.9766588397324085,0.9820387903600931,0.9654266759753227,0.9876656187698245,0.9791335705667734,0.984367448836565,0.9711419623345137,0.7294911444187164,0.9747544284909964,0.9912274731323123
ajf,0.9685493819415569,0.9566174484789371,0.9955209656618536,0.9613407738506794,0.8750872239470482,0.9613582901656628,0.9761482682079077,0.9631231874227524,0.9553301110863686,0.96332723274827,0.9595198109745979,0.9948689113371074,0.9592983536422253,0.9581182934343815,0.9756973646581173,0.9841743540018797,0.9655573070049286,0.9780709631741047,0.9056634902954102,0.9688968826085329
ajk,0.9753987602889538,0.9745331909507513,0.9720474667847157,0.9649659097194672,0.9824253674596548,0.988660329952836,0.9820768926292658,0.9839495327323675,0.9294680058956146,0.9891986483708024,0.9694566037505865,0.8641402721405029,0.9764995705336332,0.9783804845064878,0.9374642595648766,0.9670337475836277,0.9351668059825897,0.9741212483495474,0.9070512056350708,0.9786958675831556
aka,0.9628487080335617,0.9381944090127945,0.9696069527417421,0.9407033324241638,0.9367850720882416,0.9357273578643799,0.9222066104412079,0.9323263019323349,0.9289509803056717,0.9380468875169754,0.9249874800443649,0.9380052946507931,0.903973899781704,0.9235784113407135,0.9571651294827461,0.9229909032583237,0.9348937943577766,0.9170200750231743,0.9353986606001854,0.9683209471404552
akg,0.9678220637142658,0.9725225418806076,0.9731520917266607,0.9825485665351152,0.9642058722674847,0.9751477241516113,0.9714296869933605,0.968702245503664,0.9624013975262642,0.9822618998587132,0.964657012373209,0.9745919369161129,0.9733385108411312,0.9728509355336428,0.9709509033709764,0.9742602705955505,0.9838559031486511,0.9789588302373886,0.9741178844124079,0.9651472084224224
alc,0.9815493356436491,0.9633821547031403,0.9594078548252583,0.9251960515975952,0.9658911414444447,0.9685949124395847,0.968375913798809,0.9652924127876759,0.9718637447804213,0.9929396202787757,0.9672399051487446,0.9661586433649063,0.9753020312637091,0.9852965697646141,0.9847869258373976,0.9277486652135849,0.9308660700917244,0.9685568995773792,0.9766071662306786,0.9749354459345341
ali,0.9388467669487,0.9391017034649849,0.9419330023229122,0.938065130263567,0.9637913033366203,0.9326539188623428,0.9645577929913998,0.9484738558530807,0.9373796731233597,0.9429521150887012,0.7278546988964081,0.9366901889443398,0.9240025281906128,0.9420865774154663,0.9338726922869682,0.9331140965223312,0.932052306830883,0.9329332187771797,0.9335898905992508,0.9559657387435436
alt,0.9683845899999142,0.9803381878882647,0.9868626892566681,0.970749793574214,0.9727141782641411,0.9804314896464348,0.874027818441391,0.9791344329714775,0.9776327144354582,0.9869146505370736,0.7890008091926575,0.990773587487638,0.9838105365633965,0.9302003532648087,0.9790623541921377,0.9792279414832592,0.9863010607659817,0.986120386980474,0.9774394668638706,0.9856349751353264
alx,0.9719456229358912,0.9814356081187725,0.964589349925518,0.9583511911332607,0.9710437431931496,0.984671687707305,0.978994207456708,0.9763596672564745,0.9641467556357384,0.9275653511285782,0.9756298158317804,0.9777145590633154,0.9747801646590233,0.973174462094903,0.9802415687590837,0.970774382352829,0.9730538167059422,0.9824306331574917,0.9771799482405186,0.9723789095878601
aly,0.9787989165633917,0.9904797440394759,0.9604715146124363,0.9623372629284859,0.9790676739066839,0.9649615921080112,0.9814361743628979,0.9743134472519159,0.9747216757386923,0.9839572608470917,0.9901715619489551,0.9692123252898455,0.9747730400413275,0.9797301180660725,0.9613929018378258,0.9803081303834915,0.9840097073465586,0.9765913300216198,0.9693706445395947,0.9522216022014618
ama,0.9725472517311573,0.9626811407506466,0.987802647985518,0.9681661538779736,0.9684886559844017,0.9868771163746715,0.9674196317791939,0.9709281846880913,0.981648150831461,0.9735350087285042,0.9648654460906982,0.9789954423904419,0.9611492678523064,0.9799244906753302,0.9631779603660107,0.9743252117186785,0.8786543756723404,0.970965888351202,0.9692605193704367,0.9580986276268959
amb,0.9580463543534279,0.9177954941987991,0.9319887682795525,0.9212224781513214,0.9288014620542526,0.9649805016815662,0.9294439107179642,0.9279015064239502,0.9483616203069687,0.923221118748188,0.9248046725988388,0.9359207078814507,0.931591771543026,0.9246367961168289,0.9433038346469402,0.9243411719799042,0.9287106096744537,0.9270834922790527,0.9226316288113594,0.9406673423945904
amd,0.9755669087171555,0.9758842568844557,0.9448633007705212,0.9782057497650385,0.9716913253068924,0.9657752849161625,0.9780538994818926,0.9709946047514677,0.8980996459722519,0.9750207513570786,0.979802530258894,0.9335958063602448,0.9709092490375042,0.9735586158931255,0.9769774284213781,0.9742014929652214,0.9702763799577951,0.9711823891848326,0.9738663583993912,0.9723873659968376
amg,0.9748941883444786,0.9826483428478241,0.972383288666606,0.971987122669816,0.9671714827418327,0.9814818780869246,0.9223958402872086,0.9783359169960022,0.9859096733853221,0.9658186845481396,0.9869047496467829,0.8742775768041611,0.9626024439930916,0.9878252074122429,0.9644203968346119,0.9602309018373489,0.9822343178093433,0.9810189194977283,0.9759178925305605,0.9888469912111759
amh,0.9117875248193741,0.8829299435019493,0.8992181569337845,0.878122366964817,0.8811950460076332,0.8871655762195587,0.8929300755262375,0.8855849876999855,0.9123271703720093,0.8897988647222519,0.8837961852550507,0.9002979844808578,0.8779367655515671,0.8877083882689476,0.909849226474762,0.8773759678006172,0.8869870081543922,0.8914061561226845,0.8800537213683128,0.8831943944096565
amn,0.9099420309066772,0.9845388093963265,0.9645690284669399,0.8598384708166122,0.9534992501139641,0.9819190762937069,0.9836687911301851,0.9752378389239311,0.9787071049213409,0.9417034350335598,0.9606899097561836,0.9916382934898138,0.9878788068890572,0.9777741655707359,0.9705562777817249,0.9694416802376509,0.9597665555775166,0.9645622633397579,0.974518483504653,0.9799643475562334
amq,0.942078486084938,0.9420356079936028,0.9275249689817429,0.9312068149447441,0.9291926249861717,0.9301499277353287,0.9295549020171165,0.9427191726863384,0.9318855777382851,0.9346984177827835,0.9282435178756714,0.8472044169902802,0.9290665984153748,0.9323272928595543,0.9458474181592464,0.9637247882783413,0.9415418654680252,0.9292255565524101,0.9390063025057316,0.9341589733958244
aop,0.9582882300019264,0.9749750252813101,0.9766551926732063,0.9683668874204159,0.9666721932590008,0.9789400342851877,0.9856613399460912,0.9604163840413094,0.9593019559979439,0.9425807669758797,0.9880739115178585,0.9791114255785942,0.9206311330199242,0.9617477022111416,0.9686646834015846,0.9865018306300044,0.9795955140143633,0.9763825014233589,0.963823352009058,0.9820097163319588
aoq,0.9807735979557037,0.9880844736471772,0.9933542683720589,0.9786948245018721,0.9171501398086548,0.9911760315299034,0.9837523084133863,0.8908897191286087,0.9618703462183475,0.9810311943292618,0.9204420819878578,0.9927383461035788,0.9653834104537964,0.9804204553365707,0.9853249071165919,0.9768934808671474,0.9829734917730093,0.9713455550372601,0.971111012622714,0.9684941582381725
aoy,0.982277924194932,0.9828576631844044,0.9873736472800374,0.9876468749716878,0.9804996568709612,0.9796900413930416,0.9909846186637878,0.9862696584314108,0.9740892052650452,0.9789226930588484,0.9644648022949696,0.974732032045722,0.98188092187047,0.9829634036868811,0.9740230776369572,0.9798774272203445,0.9791258238255978,0.9726012907922268,0.977692537009716,0.9773089047521353
app,0.981780206784606,0.943753644824028,0.9858839279040694,0.9343612492084503,0.9809135515242815,0.9839788489043713,0.9156413450837135,0.970166651532054,0.9694733936339617,0.9845921127125621,0.9749968945980072,0.9871672503650188,0.9761551283299923,0.9870530907064676,0.9873492131009698,0.9683136902749538,0.9911377131938934,0.97997553832829,0.9807354733347893,0.9819116406142712
apx,0.9891925351694226,0.5811679065227509,0.9698416627943516,0.9708999674767256,0.9352390393614769,0.9100982993841171,0.9743185881525278,0.9768452513962984,0.9788389634341002,0.9702774304896593,0.9710234627127647,0.9647818394005299,0.9691575337201357,0.9654094614088535,0.9545895308256149,0.9761634264141321,0.9773893263190985,0.973013125360012,0.9906510394066572,0.9690179023891687
aqd,0.9793468862771988,0.9797226935625076,0.9823544304817915,0.9728585388511419,0.9576956853270531,0.9844766138121486,0.9764745775610209,0.9823134541511536,0.9886158872395754,0.9826603531837463,0.9750967100262642,0.9688519984483719,0.9883034788072109,0.9625995792448521,0.9885305482894182,0.9629503563046455,0.9838839154690504,0.9860057206824422,0.9856932079419494,0.9878963958472013
aqt,0.9755594599992037,0.9732316732406616,0.9777415320277214,0.9805045872926712,0.9728384353220463,0.8732147961854935,0.9803135059773922,0.9933149768039584,0.9809835683554411,0.9794658049941063,0.9667632952332497,0.970340071246028,0.9796052891761065,0.9801772963255644,0.9722538348287344,0.9314655438065529,0.9769068378955126,0.9637894779443741,0.9875054052099586,0.9769612811505795
ara,0.9600445553660393,0.9578814655542374,0.9605297595262527,0.9867650419473648,0.9753472860902548,0.8584290593862534,0.9832863099873066,0.9362244084477425,0.9627186432480812,0.9758006185293198,0.9187532961368561,0.9732973538339138,0.9882139693945646,0.9730583727359772,0.9743795227259398,0.8532475978136063,0.9329901784658432,0.925014540553093,0.9520996771752834,0.9659698940813541
arq,0.8587412983179092,0.9247537478804588,0.9119042679667473,0.9134579449892044,0.9239982292056084,0.9225394651293755,0.915458582341671,0.9172355607151985,0.9131243675947189,0.9107755050063133,0.9157486110925674,0.9170559421181679,0.9451649747788906,0.9107821881771088,0.9132051691412926,0.9155329689383507,0.9128632172942162,0.9353830441832542,0.9576912522315979,0.9136751890182495
aru,0.9790569040924311,0.9696482550352812,0.9636034332215786,0.9394336901605129,0.9831097591668367,0.9785728249698877,0.981379421427846,0.9500902369618416,0.9695223309099674,0.9738886523991823,0.9704801198095083,0.989242997020483,0.9748418889939785,0.9736251644790173,0.9734448529779911,0.9838165603578091,0.969845075160265,0.9876473220065236,0.9879538863897324,0.9833092503249645
asf,0.92812829464674,0.9628433883190155,0.9779848009347916,0.9701615758240223,0.9837978333234787,0.9488809369504452,0.979509774595499,0.9781831689178944,0.9562285244464874,0.9670086465775967,0.9511582106351852,0.9498445354402065,0.9729915037751198,0.9803598970174789,0.9653399176895618,0.9667836651206017,0.9755070954561234,0.9734718464314938,0.9392164535820484,0.9633376859128475
ass,0.9885991839691997,0.9825472813099623,0.9748393278568983,0.9731733575463295,0.9836670011281967,0.9806793872267008,0.9611247554421425,0.9631060101091862,0.9786053504794836,0.9782295171171427,0.9764068499207497,0.9707184210419655,0.9580920971930027,0.9809276349842548,0.9785153660923243,0.975386306643486,0.9395219534635544,0.9773272443562746,0.968690998852253,0.9787718523293734
ate,0.9579588957130909,0.9549775160849094,0.9692875258624554,0.9518417194485664,0.9652904234826565,0.9506744556128979,0.9589270353317261,0.9529447071254253,0.9558300226926804,0.9645009748637676,0.9509885348379612,0.9469955749809742,0.9503511898219585,0.9471823051571846,0.9465555921196938,0.9531544856727123,0.9557487741112709,0.96180384978652,0.948326338082552,0.9648119583725929
atf,0.9672706499695778,0.9639994353055954,0.9558006450533867,0.9807708878070116,0.974827041849494,0.9794189836829901,0.9801756609231234,0.9693443812429905,0.9822520650923252,0.9750645291060209,0.9702755324542522,0.970444330945611,0.9781524371355772,0.9810263309627771,0.9749522395431995,0.971996808424592,0.9752023778855801,0.9857295518741012,0.9846520889550447,0.9870733143761754
atj,0.9529705010354519,0.9602348022162914,0.9593805558979511,0.9660421833395958,0.9533938020467758,0.9550203345716,0.960366390645504,0.9523082338273525,0.960028875619173,0.953581128269434,0.9562956765294075,0.9564224369823933,0.9669907875359058,0.9565710239112377,0.9593917988240719,0.9531918987631798,0.9543660916388035,0.944958034902811,0.9528422243893147,0.9494122192263603
atv,0.9642642550170422,0.8742850124835968,0.9896661443635821,0.9780258461833,0.9937502066604793,0.9891103664413095,0.9897824991494417,0.9097892567515373,0.9203850105404854,0.9887796845287085,0.9678208790719509,0.9838174469769001,0.9702159985899925,0.974883696064353,0.9825583156198263,0.9760203901678324,0.9856829568743706,0.9637252353131771,0.973466282710433,0.9869479350745678
auc,0.9745156411081553,0.8674775511026382,0.9565393589437008,0.963024478405714,0.939984031021595,0.9611357189714909,0.9756989032030106,0.9447643309831619,0.9548216871917248,0.9481863044202328,0.9488977454602718,0.9654501155018806,0.963672086596489,0.9752247016876936,0.9734043572098017,0.9739713855087757,0.9720609504729509,0.9705656114965677,0.9619188532233238,0.9706395082175732
aul,0.989275261759758,0.9922179114073515,0.9880542429164052,0.9567627049982548,0.9896939238533378,0.9803580064326525,0.9715599417686462,0.9708546940237284,0.987505815923214,0.9670458026230335,0.946636937558651,0.9701064769178629,0.9743855372071266,0.9906607251614332,0.9869448198005557,0.9845858197659254,0.947685070335865,0.9810777995735407,0.9915229938924313,0.9347015917301178
avp,0.9592224359512329,0.9569762647151947,0.9657789804041386,0.9502590671181679,0.9663753099739552,0.9571981281042099,0.9614586792886257,0.9661491923034191,0.9662445709109306,0.9603857398033142,0.8741911947727203,0.9362363293766975,0.9742274768650532,0.9615746475756168,0.9423339478671551,0.8105317503213882,0.9516045898199081,0.9626596607267857,0.9631038345396519,0.9602362588047981
awk,0.9770171362906694,0.9714054744690657,0.9879486821591854,0.9862281968817115,0.9841263480484486,0.9265492185950279,0.9691738300025463,0.9741311222314835,0.988560208119452,0.9717864692211151,0.9477996118366718,0.9893892705440521,0.973044466227293,0.9786840751767159,0.9612502828240395,0.988427915610373,0.9780266396701336,0.9760459661483765,0.9781129453331232,0.919897623360157
awp,0.9761998318135738,0.9628826007246971,0.9682241007685661,0.9685646519064903,0.9673874452710152,0.9772106781601906,0.9717906843870878,0.9789051357656717,0.9609821885824203,0.9720459003001451,0.9628332480788231,0.978391844779253,0.9770595263689756,0.9640926718711853,0.9771147351711988,0.9814795460551977,0.9682534262537956,0.9675277173519135,0.9673400409519672,0.9731206223368645
awu,0.9887343067675829,0.9701616577804089,0.979074452072382,0.9038164168596268,0.986037002876401,0.9624885730445385,0.9462615810334682,0.9707817863672972,0.9641962647438049,0.9676314331591129,0.9421699903905392,0.9805921446532011,0.9641466289758682,0.9767877385020256,0.962554357945919,0.9650840349495411,0.9536105394363403,0.9766346774995327,0.9731677286326885,0.9859386868774891
axn,0.9282722473144531,0.9814725983887911,0.986596655100584,0.9791719317436218,0.9551848545670509,0.8726813942193985,0.9707855880260468,0.9786610379815102,0.9865565821528435,0.9798181019723415,0.9747156128287315,0.9849522393196821,0.9684855528175831,0.9605648852884769,0.9709000494331121,0.9729592986404896,0.9875120166689157,0.9775396566838026,0.9652761407196522,0.9703643508255482
axo,0.9875718085095286,0.9747579302638769,0.9821075405925512,0.9635600857436657,0.976830966770649,0.9848576923832297,0.9754679389297962,0.9900790601968765,0.9869101112708449,0.9766799975186586,0.9813454356044531,0.9786371272057295,0.9743205867707729,0.9798648040741682,0.9774194248020649,0.9700344577431679,0.7889038324356079,0.9801937881857157,0.9918739022687078,0.9824282433837652
axp,0.9826387967914343,0.9778447076678276,0.9897119803354144,0.9808141458779573,0.9755201917141676,0.9680418372154236,0.9359599575400352,0.9732532668858767,0.9877518033608794,0.9693284742534161,0.9841797109693289,0.9770458452403545,0.961265966296196,0.910095639526844,0.9736498817801476,0.9629934392869473,0.9735256694257259,0.9805537704378366,0.9873834168538451,0.9775460567325354
ayc,0.9626469872891903,0.9599746353924274,0.9702216014266014,0.967628613114357,0.9572129882872105,0.9570118896663189,0.9708594791591167,0.9643334448337555,0.9711399078369141,0.9692212659865618,0.9799557365477085,0.968668770045042,0.9689400307834148,0.9636574424803257,0.9656714275479317,0.9726220425218344,0.9662550017237663,0.9643792435526848,0.9682098515331745,0.9726628102362156
ayg,0.9680597595870495,0.9703585710376501,0.9627598412334919,0.9678732603788376,0.9576769024133682,0.9090732708573341,0.9718698840588331,0.9691552668809891,0.965481337159872,0.9641587845981121,0.9683345593512058,0.965511616319418,0.9632210657000542,0.9668712690472603,0.9902755739167333,0.966120008379221,0.9685607403516769,0.9704567473381758,0.9870083974674344,0.9673139750957489
azb,0.9650898948311806,0.9757659956812859,0.9688945040106773,0.9819023590534925,0.8892785012722015,0.9659826010465622,0.9839149080216885,0.9650523141026497,0.9746080450713634,0.9633344747126102,0.9651455320417881,0.9700524695217609,0.9525237753987312,0.9615180939435959,0.9655606523156166,0.9698003735393286,0.980044849216938,0.9725251458585262,0.9789864085614681,0.9697406515479088
azo,0.9836984388530254,0.971741771325469,0.9664916656911373,0.950170423835516,0.9828075189143419,0.9831538274884224,0.9825804829597473,0.9729856159538031,0.9813228882849216,0.8961932063102722,0.9864703407511115,0.9748792219907045,0.9776448588818312,0.92967689037323,0.977583872154355,0.9769375417381525,0.9756969921290874,0.9849839154630899,0.9803802594542503,0.9763566590845585
ban,0.941099252551794,0.9370585158467293,0.951667919754982,0.9429942667484283,0.9372767359018326,0.9180410802364349,0.959302794188261,0.937664445489645,0.710986465215683,0.9558474086225033,0.9337184354662895,0.9386626034975052,0.9357794895768166,0.9340177923440933,0.9322124421596527,0.9364124611020088,0.9431240409612656,0.9386234730482101,0.9393943957984447,0.9090180769562721
bao,0.972797229886055,0.9707070030272007,0.9715598598122597,0.9674544185400009,0.9673048667609692,0.9380917884409428,0.9707657620310783,0.9664373733103275,0.9752458147704601,0.9840474426746368,0.973683875054121,0.9770164955407381,0.9866005014628172,0.9612106494605541,0.8808490186929703,0.9692262317985296,0.9797664415091276,0.9729003608226776,0.9102809652686119,0.9763493575155735
bar,0.9538633599877357,0.9743753876537085,0.9812485240399837,0.9776562750339508,0.9846664285287261,0.9805609602481127,0.9307620525360107,0.9741001036018133,0.9745061118155718,0.9778410866856575,0.9618445262312889,0.9614352844655514,0.9462770521640778,0.9734827876091003,0.9749231766909361,0.9661088809370995,0.9574100747704506,0.967124205082655,0.9580003395676613,0.9620343409478664
bas,0.9804528634995222,0.9626867175102234,0.9162862226366997,0.9816115517169237,0.9845581240952015,0.9854233236983418,0.9865891868248582,0.9776761848479509,0.943666622042656,0.98321289755404,0.990293906070292,0.9798700660467148,0.973914185538888,0.9886472504585981,0.9695450849831104,0.9868673970922828,0.979228911921382,0.9843011312186718,0.9593831859529018,0.9657227955758572
bbn,0.9806934110820293,0.9611823000013828,0.9698040969669819,0.9557076990604401,0.9825564194470644,0.9760810770094395,0.9865198582410812,0.955688364803791,0.9680813103914261,0.9786986261606216,0.9674632027745247,0.8406113237142563,0.977147214114666,0.9774335268884897,0.9384237267076969,0.9169777631759644,0.9785616081207991,0.98477927967906,0.976821044459939,0.9844514383003116
bbt,0.9748810064047575,0.983001846820116,0.9853693805634975,0.9526732787489891,0.9929092498496175,0.9857559818774462,0.9817243181169033,0.9776402451097965,0.9880457269027829,0.9941579373553395,0.9741607569158077,0.9883680418133736,0.9914508797228336,0.9667409770190716,0.9248608127236366,0.971604073420167,0.9889132864773273,0.9804718550294638,0.8161365389823914,0.9818712770938873
bcf,0.976884325966239,0.981893215328455,0.9846409438177943,0.9082990735769272,0.9604375883936882,0.9363458082079887,0.9913660073652864,0.9759041145443916,0.9776230696588755,0.9721930250525475,0.9756328631192446,0.9724853094667196,0.98061154037714,0.9824790563434362,0.9733385387808084,0.9748301692306995,0.9646488688886166,0.9852791512385011,0.9766843989491463,0.9818267021328211
bcg,0.9776973854750395,0.980020584538579,0.989911213517189,0.993833220563829,0.9791948162019253,0.9759748335927725,0.9852102249860764,0.990561899729073,0.9717089384794235,0.990920577198267,0.9803319368511438,0.9915277790278196,0.964947085827589,0.9655784778296947,0.9886997304856777,0.9582284241914749,0.9665607362985611,0.9673134572803974,0.9873985527083278,0.8719437569379807
bci,0.9711790736764669,0.9896599212661386,0.9809761699289083,0.9716156143695116,0.9763989392668009,0.9764953963458538,0.9849472753703594,0.8554199039936066,0.9700415451079607,0.9695717878639698,0.986421674489975,0.9847413375973701,0.9787318017333746,0.9759191889315844,0.9840777963399887,0.9738890081644058,0.9813750199973583,0.9728476963937283,0.9691442344337702,0.9761300757527351
bcj,0.9855671152472496,0.9645381197333336,0.9617066793143749,0.9723434951156378,0.9832192659378052,0.9510868564248085,0.9645431861281395,0.9757135286927223,0.9600160866975784,0.967360470443964,0.9157362803816795,0.9681513980031013,0.9568158946931362,0.9227578639984131,0.9607553519308567,0.9752382934093475,0.9627217836678028,0.9655321873724461,0.9777263198047876,0.9653273858129978
bcn,0.9878279762342572,0.9677936732769012,0.9367622807621956,0.9853887315839529,0.9536654502153397,0.9794773440808058,0.9631198272109032,0.951805867254734,0.971645537763834,0.9699498023837805,0.972137363627553,0.9676850736141205,0.9729946814477444,0.9733339156955481,0.9735070038586855,0.9752355888485909,0.9740619324147701,0.952557485550642,0.9848100366070867,0.9753426816314459
bcw,0.9878964275121689,0.9886728189885616,0.8775652348995209,0.9914234029129148,0.9868118343874812,0.9779717903584242,0.9820613861083984,0.9881416661664844,0.9204728677868843,0.9547584280371666,0.9892544308677316,0.8766811564564705,0.9888328164815903,0.9886908261105418,0.9481616318225861,0.9476533979177475,0.987603616900742,0.9817653056234121,0.973487863317132,0.9869955573230982
